seed,outcome,success,episode_length,total_reward,detected,detection_time,intercept_time,min_enemy_soldier_dist,min_defender_enemy_dist,final_enemy_soldier_dist,final_defender_enemy_dist,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius
725,intercepted,1,17,377.1236,1,9,17,2.2562394,1.7301137,4.7271657,1.7301137,12.0,18.0,15.0,2.5,2.0
726,soldier_caught,0,19,119.72131,1,8,-1,1.8099781,2.2343986,1.8099781,2.2343986,12.0,18.0,15.0,2.5,2.0
727,intercepted,1,10,307.55542,1,9,10,8.642771,2.4382067,8.642771,2.4382067,12.0,18.0,15.0,2.5,2.0
728,soldier_caught,0,23,203.53522,1,10,-1,0.86765766,3.8669145,0.86765766,5.4775944,12.0,18.0,15.0,2.5,2.0
729,soldier_caught,0,20,155.23315,1,14,-1,0.6429811,4.189115,0.6429811,4.189115,12.0,18.0,15.0,2.5,2.0
730,soldier_caught,0,11,116.88899,1,8,-1,1.7729731,6.099753,1.7729731,6.1671834,12.0,18.0,15.0,2.5,2.0
731,intercepted,1,23,400.45154,1,13,23,3.2455754,0.6464267,4.801267,0.6464267,12.0,18.0,15.0,2.5,2.0
732,unsafe_intercept,0,16,146.62274,1,12,-1,2.4646184,2.0577343,2.849369,2.0577343,12.0,18.0,15.0,2.5,2.0
733,soldier_caught,0,14,136.9581,1,9,-1,1.5363415,3.0722618,1.5363415,3.0722618,12.0,18.0,15.0,2.5,2.0
734,intercepted,1,17,359.77448,1,13,17,8.508859,1.9003608,8.508859,1.9003608,12.0,18.0,15.0,2.5,2.0
735,intercepted,1,17,354.79315,1,13,17,2.1504138,0.70264184,5.2276497,0.70264184,12.0,18.0,15.0,2.5,2.0
736,soldier_caught,0,17,78.29408,1,12,-1,0.89436376,4.0775247,0.89436376,8.367237,12.0,18.0,15.0,2.5,2.0
737,soldier_caught,0,12,103.90498,1,10,-1,1.1657531,5.0386424,1.1657531,9.842238,12.0,18.0,15.0,2.5,2.0
738,intercepted,1,11,327.0056,1,9,11,3.9783707,1.8583186,4.8356824,1.8583186,12.0,18.0,15.0,2.5,2.0
739,unsafe_intercept,0,11,57.67206,1,8,-1,3.1060398,2.4124,3.1060398,2.4124,12.0,18.0,15.0,2.5,2.0
740,soldier_caught,0,18,82.59204,1,12,-1,1.4769709,5.233508,1.4769709,5.254657,12.0,18.0,15.0,2.5,2.0
741,intercepted,1,14,254.46063,1,7,14,2.3844244,2.3256176,4.6856775,2.3256176,12.0,18.0,15.0,2.5,2.0
742,intercepted,1,20,303.29004,1,12,20,3.7084608,2.1048837,6.167404,2.1048837,12.0,18.0,15.0,2.5,2.0
743,soldier_caught,0,27,146.48874,1,23,-1,1.9368147,3.599329,1.9368147,3.599329,12.0,18.0,15.0,2.5,2.0
744,intercepted,1,13,284.01996,1,12,13,4.898376,1.9307278,4.898376,1.9307278,12.0,18.0,15.0,2.5,2.0
745,soldier_caught,0,21,71.9581,1,10,-1,1.6161518,3.4879992,1.6161518,4.6305213,12.0,18.0,15.0,2.5,2.0
746,soldier_caught,0,35,58.4682,1,8,-1,0.690645,2.9435215,0.690645,3.464462,12.0,18.0,15.0,2.5,2.0
747,soldier_caught,0,14,104.14447,1,11,-1,1.9908392,5.0527296,1.9908392,5.0527296,12.0,18.0,15.0,2.5,2.0
748,soldier_caught,0,19,67.87198,1,7,-1,1.5935438,2.8275654,1.5935438,2.8275654,12.0,18.0,15.0,2.5,2.0
749,intercepted,1,10,293.48346,1,9,10,7.5726686,1.534205,7.5726686,1.534205,12.0,18.0,15.0,2.5,2.0
750,soldier_caught,0,17,153.14575,1,16,-1,1.9542055,5.93551,1.9542055,5.93551,12.0,18.0,15.0,2.5,2.0
751,soldier_caught,0,11,119.05443,1,8,-1,1.9524422,3.1924682,1.9524422,3.6407547,12.0,18.0,15.0,2.5,2.0
752,soldier_caught,0,10,117.261154,1,7,-1,1.6318657,3.6975048,1.6318657,3.6975048,12.0,18.0,15.0,2.5,2.0
753,soldier_caught,0,13,96.21916,1,8,-1,1.985098,3.3383937,1.985098,4.1385813,12.0,18.0,15.0,2.5,2.0
754,intercepted,1,10,239.60307,1,9,10,3.5050726,1.2462839,3.5050726,1.2462839,12.0,18.0,15.0,2.5,2.0
755,intercepted,1,12,340.2128,1,11,12,3.8654737,2.1560252,3.8654737,2.1560252,12.0,18.0,15.0,2.5,2.0
756,intercepted,1,15,342.48517,1,8,15,2.6737554,0.69143957,5.172182,0.69143957,12.0,18.0,15.0,2.5,2.0
757,intercepted,1,8,261.7057,1,7,8,8.398716,1.8461444,8.398716,1.8461444,12.0,18.0,15.0,2.5,2.0
758,soldier_caught,0,26,62.8537,1,8,-1,0.7706287,2.662795,0.7706287,8.775521,12.0,18.0,15.0,2.5,2.0
759,soldier_caught,0,16,83.408875,1,7,-1,1.303874,0.7637634,1.303874,0.7637634,12.0,18.0,15.0,2.5,2.0
760,soldier_caught,0,11,83.10928,1,8,-1,1.6420323,6.564549,1.6420323,6.564549,12.0,18.0,15.0,2.5,2.0
761,soldier_caught,0,26,97.84857,1,12,-1,1.1281025,2.8613145,1.1281025,10.124894,12.0,18.0,15.0,2.5,2.0
762,intercepted,1,16,295.20184,1,12,16,3.5935628,0.84978753,4.3663387,0.84978753,12.0,18.0,15.0,2.5,2.0
763,soldier_caught,0,11,48.568207,1,8,-1,1.3276607,5.114542,1.3276607,6.583748,12.0,18.0,15.0,2.5,2.0
764,unsafe_intercept,0,36,77.01669,1,11,-1,3.1819851,0.3865426,3.1819851,0.3865426,12.0,18.0,15.0,2.5,2.0
765,soldier_caught,0,55,82.907684,1,9,-1,1.586755,2.8098161,1.586755,3.2187746,12.0,18.0,15.0,2.5,2.0
766,soldier_caught,0,11,101.108,1,8,-1,0.12132043,5.6262684,0.12132043,8.611589,12.0,18.0,15.0,2.5,2.0
767,soldier_caught,0,18,115.62843,1,8,-1,1.9584843,2.6890993,1.9584843,8.987143,12.0,18.0,15.0,2.5,2.0
768,intercepted,1,23,311.88525,1,7,23,2.4859624,2.0235088,5.7411222,2.0235088,12.0,18.0,15.0,2.5,2.0
769,intercepted,1,13,303.71918,1,9,13,14.244335,1.5549852,14.244335,1.5549852,12.0,18.0,15.0,2.5,2.0
770,soldier_caught,0,12,81.721756,1,9,-1,1.099192,4.7751174,1.099192,5.686087,12.0,18.0,15.0,2.5,2.0
771,intercepted,1,11,278.74466,1,7,11,6.8797803,2.421806,6.8797803,2.421806,12.0,18.0,15.0,2.5,2.0
772,soldier_caught,0,11,113.2321,1,9,-1,1.3703182,2.9781783,1.3703182,7.714627,12.0,18.0,15.0,2.5,2.0
773,soldier_caught,0,23,136.14005,1,13,-1,1.5337392,2.923629,1.5337392,6.1625595,12.0,18.0,15.0,2.5,2.0
774,intercepted,1,19,309.25488,1,7,19,2.7279902,0.96666497,5.7657113,0.96666497,12.0,18.0,15.0,2.5,2.0
775,soldier_caught,0,10,112.60176,1,8,-1,1.6002797,5.840929,1.6002797,8.880761,12.0,18.0,15.0,2.5,2.0
776,soldier_caught,0,10,85.69679,1,8,-1,1.0067873,6.5494103,1.0067873,8.230181,12.0,18.0,15.0,2.5,2.0
777,intercepted,1,17,315.13193,1,8,17,5.466342,1.4880462,6.093602,1.4880462,12.0,18.0,15.0,2.5,2.0
778,unsafe_intercept,0,13,130.60733,1,11,-1,3.1031065,1.547457,3.1031065,1.547457,12.0,18.0,15.0,2.5,2.0
779,intercepted,1,17,370.43344,1,15,17,11.736777,2.152668,11.736777,2.152668,12.0,18.0,15.0,2.5,2.0
780,soldier_caught,0,16,131.68797,1,7,-1,1.3600155,2.9221406,1.3600155,11.640731,12.0,18.0,15.0,2.5,2.0
781,soldier_caught,0,15,162.775,1,12,-1,1.0341692,2.851351,1.0341692,12.053827,12.0,18.0,15.0,2.5,2.0
782,intercepted,1,18,283.9301,1,9,18,3.0234823,1.2818792,5.316731,1.2818792,12.0,18.0,15.0,2.5,2.0
783,soldier_caught,0,11,127.798325,1,7,-1,1.4450234,4.3489704,1.4450234,7.862063,12.0,18.0,15.0,2.5,2.0
784,intercepted,1,8,275.9529,1,7,8,7.4270725,2.145491,7.4270725,2.145491,12.0,18.0,15.0,2.5,2.0
785,soldier_caught,0,21,115.74123,1,12,-1,1.3841922,4.4028397,1.3841922,8.468521,12.0,18.0,15.0,2.5,2.0
786,intercepted,1,29,367.94632,1,21,29,4.1752424,1.6223563,4.507089,1.6223563,12.0,18.0,15.0,2.5,2.0
787,intercepted,1,8,254.81729,1,8,8,6.525815,0.63703597,6.525815,0.63703597,12.0,18.0,15.0,2.5,2.0
788,soldier_caught,0,19,176.75464,1,13,-1,1.5167263,3.0979962,1.5167263,12.238721,12.0,18.0,15.0,2.5,2.0
789,intercepted,1,15,304.73117,1,10,15,2.5782335,2.4400167,5.7727833,2.4400167,12.0,18.0,15.0,2.5,2.0
790,soldier_caught,0,14,177.0552,1,12,-1,1.7436604,7.2754664,1.7436604,7.2754664,12.0,18.0,15.0,2.5,2.0
791,intercepted,1,14,255.00388,1,13,14,6.512873,2.1920266,6.512873,2.1920266,12.0,18.0,15.0,2.5,2.0
792,soldier_caught,0,12,144.61494,1,10,-1,1.2324381,4.093914,1.2324381,4.093914,12.0,18.0,15.0,2.5,2.0
793,intercepted,1,18,319.1245,1,9,18,2.1152232,2.3436046,5.107119,2.3436046,12.0,18.0,15.0,2.5,2.0
794,intercepted,1,15,300.32693,1,14,15,4.085849,2.087965,4.085849,2.087965,12.0,18.0,15.0,2.5,2.0
795,unsafe_intercept,0,21,93.280014,1,9,-1,2.0692515,2.0961668,3.322575,2.0961668,12.0,18.0,15.0,2.5,2.0
796,soldier_caught,0,16,67.35759,1,9,-1,1.3004189,3.4907553,1.3004189,10.152065,12.0,18.0,15.0,2.5,2.0
797,intercepted,1,9,258.11554,1,8,9,4.33958,1.6140783,4.33958,1.6140783,12.0,18.0,15.0,2.5,2.0
798,intercepted,1,12,279.7069,1,8,12,2.3229089,1.6408482,4.9030375,1.6408482,12.0,18.0,15.0,2.5,2.0
799,intercepted,1,12,320.2703,1,8,12,6.473166,2.090082,7.6040325,2.090082,12.0,18.0,15.0,2.5,2.0
800,soldier_caught,0,25,180.56476,1,18,-1,1.3749071,5.214451,1.3749071,7.935534,12.0,18.0,15.0,2.5,2.0
801,intercepted,1,14,294.41226,1,10,14,8.743442,1.3370719,8.743442,1.3370719,12.0,18.0,15.0,2.5,2.0
802,soldier_caught,0,12,107.44351,1,8,-1,1.9404812,3.3252347,1.9404812,7.9400086,12.0,18.0,15.0,2.5,2.0
803,soldier_caught,0,13,78.441605,1,8,-1,1.9299499,5.536049,1.9299499,7.9479237,12.0,18.0,15.0,2.5,2.0
804,intercepted,1,16,331.97937,1,12,16,11.759831,2.1715271,11.759831,2.1715271,12.0,18.0,15.0,2.5,2.0
805,soldier_caught,0,18,142.17426,1,12,-1,1.7668483,5.8819513,1.7668483,5.8819513,12.0,18.0,15.0,2.5,2.0
806,intercepted,1,12,283.2334,1,12,12,8.112098,1.1161085,8.112098,1.1161085,12.0,18.0,15.0,2.5,2.0
807,soldier_caught,0,18,170.02063,1,13,-1,0.623599,4.4114313,0.623599,4.817326,12.0,18.0,15.0,2.5,2.0
808,soldier_caught,0,31,82.45517,1,10,-1,0.97099346,3.9787254,0.97099346,8.697505,12.0,18.0,15.0,2.5,2.0
809,unsafe_intercept,0,15,61.02562,1,9,-1,2.5166616,1.9880766,2.5166616,1.9880766,12.0,18.0,15.0,2.5,2.0
810,soldier_caught,0,30,136.48337,1,13,-1,1.8332702,3.3716624,1.8332702,12.019466,12.0,18.0,15.0,2.5,2.0
811,soldier_caught,0,27,99.39548,1,9,-1,1.9615157,3.3740013,1.9615157,5.004522,12.0,18.0,15.0,2.5,2.0
812,intercepted,1,24,297.41577,1,15,24,3.7978635,2.3512866,3.980431,2.3512866,12.0,18.0,15.0,2.5,2.0
813,intercepted,1,10,316.80957,1,8,10,8.617018,2.4463882,8.629116,2.4463882,12.0,18.0,15.0,2.5,2.0
814,soldier_caught,0,27,117.36258,1,14,-1,1.4440331,2.6506186,1.4440331,6.202197,12.0,18.0,15.0,2.5,2.0
815,soldier_caught,0,43,132.9173,1,11,-1,1.3427498,3.113935,1.3427498,4.393535,12.0,18.0,15.0,2.5,2.0
816,intercepted,1,21,302.20084,1,12,21,2.0597925,0.608635,4.6931877,0.608635,12.0,18.0,15.0,2.5,2.0
817,intercepted,1,11,284.31592,1,7,11,9.520948,1.715657,10.069693,1.715657,12.0,18.0,15.0,2.5,2.0
818,intercepted,1,22,310.92426,1,12,22,5.280538,1.0832981,5.280538,1.0832981,12.0,18.0,15.0,2.5,2.0
819,intercepted,1,24,300.4829,1,11,24,2.456232,1.5356807,6.082865,1.5356807,12.0,18.0,15.0,2.5,2.0
820,intercepted,1,31,318.1621,1,9,31,2.3927445,1.6023753,4.990848,1.6023753,12.0,18.0,15.0,2.5,2.0
821,soldier_caught,0,18,95.42627,1,11,-1,1.9395813,2.7996545,1.9395813,11.961434,12.0,18.0,15.0,2.5,2.0
822,unsafe_intercept,0,14,3.664795,1,8,-1,2.2877638,1.6099948,2.2877638,1.6099948,12.0,18.0,15.0,2.5,2.0
823,intercepted,1,14,357.43933,1,10,14,10.878017,2.233898,12.13764,2.233898,12.0,18.0,15.0,2.5,2.0
824,soldier_caught,0,21,125.43364,1,9,-1,1.8135395,3.3750174,1.8135395,9.967945,12.0,18.0,15.0,2.5,2.0
825,intercepted,1,28,330.95023,1,18,28,4.1843176,0.5926676,4.1843176,0.5926676,12.0,18.0,15.0,2.5,2.0
826,intercepted,1,40,346.29034,1,8,40,2.228535,0.8455175,5.5488014,0.8455175,12.0,18.0,15.0,2.5,2.0
827,intercepted,1,9,270.51324,1,8,9,7.289301,2.1569803,7.289301,2.1569803,12.0,18.0,15.0,2.5,2.0
828,intercepted,1,18,280.30286,1,10,18,3.2360673,1.6121109,6.9699955,1.6121109,12.0,18.0,15.0,2.5,2.0
829,intercepted,1,14,319.0537,1,13,14,8.89254,1.315672,8.89254,1.315672,12.0,18.0,15.0,2.5,2.0
830,intercepted,1,26,326.76874,1,12,26,2.607125,2.4002638,4.3457885,2.4002638,12.0,18.0,15.0,2.5,2.0
831,soldier_caught,0,10,85.94702,1,7,-1,1.8575234,4.9356546,1.8575234,7.294513,12.0,18.0,15.0,2.5,2.0
832,intercepted,1,13,422.66876,1,11,13,6.729133,0.5355165,6.729133,0.5355165,12.0,18.0,15.0,2.5,2.0
833,soldier_caught,0,11,84.99133,1,9,-1,0.8960211,5.410632,0.8960211,5.410632,12.0,18.0,15.0,2.5,2.0
834,soldier_caught,0,12,97.46744,1,9,-1,1.155062,3.1839013,1.155062,7.992166,12.0,18.0,15.0,2.5,2.0
835,soldier_caught,0,12,120.10474,1,8,-1,1.245481,4.9801393,1.245481,9.546611,12.0,18.0,15.0,2.5,2.0
836,soldier_caught,0,13,85.76727,1,8,-1,1.3275037,3.1699033,1.3275037,6.8321075,12.0,18.0,15.0,2.5,2.0
837,soldier_caught,0,50,164.68045,1,19,-1,1.8410592,3.008355,1.8410592,3.734249,12.0,18.0,15.0,2.5,2.0
838,soldier_caught,0,18,162.3009,1,14,-1,1.4557401,4.8685794,1.4557401,10.080346,12.0,18.0,15.0,2.5,2.0
839,intercepted,1,13,333.26834,1,9,13,11.433082,1.7695348,11.433082,1.7695348,12.0,18.0,15.0,2.5,2.0
840,intercepted,1,8,278.4658,1,7,8,7.993647,1.3262222,7.993647,1.3262222,12.0,18.0,15.0,2.5,2.0
841,intercepted,1,15,312.08844,1,8,15,2.8793812,0.9825423,3.5832524,0.9825423,12.0,18.0,15.0,2.5,2.0
842,intercepted,1,18,363.33313,1,12,18,2.8826876,2.4745073,4.780234,2.4745073,12.0,18.0,15.0,2.5,2.0
843,intercepted,1,16,301.65485,1,7,16,2.740879,2.4197452,4.842196,2.4197452,12.0,18.0,15.0,2.5,2.0
844,intercepted,1,14,324.72864,1,13,14,5.5514703,1.5466468,5.5514703,1.5466468,12.0,18.0,15.0,2.5,2.0
845,soldier_caught,0,23,103.12288,1,18,-1,1.3780777,4.874671,1.3780777,7.701193,12.0,18.0,15.0,2.5,2.0
846,intercepted,1,16,300.41132,1,12,16,12.752954,2.2773275,12.752954,2.2773275,12.0,18.0,15.0,2.5,2.0
847,unsafe_intercept,0,13,40.40451,1,7,-1,3.4434779,1.9867848,3.4434779,1.9867848,12.0,18.0,15.0,2.5,2.0
848,soldier_caught,0,11,91.68773,1,10,-1,1.2686149,2.222638,1.2686149,2.222638,12.0,18.0,15.0,2.5,2.0
849,soldier_caught,0,17,92.55623,1,7,-1,1.1868874,3.5624902,1.1868874,9.498877,12.0,18.0,15.0,2.5,2.0
850,soldier_caught,0,15,118.86313,1,9,-1,0.89027697,3.204393,0.89027697,11.836313,12.0,18.0,15.0,2.5,2.0
851,unsafe_intercept,0,27,74.00781,1,21,-1,2.5473647,1.2813582,3.4830456,1.2813582,12.0,18.0,15.0,2.5,2.0
852,intercepted,1,25,404.24747,1,13,25,2.2220037,2.2738152,4.389189,2.2738152,12.0,18.0,15.0,2.5,2.0
853,intercepted,1,29,336.3617,1,12,29,2.0051324,1.24546,4.3989286,1.24546,12.0,18.0,15.0,2.5,2.0
854,intercepted,1,20,325.27505,1,11,20,2.5159893,1.3015162,4.4395423,1.3015162,12.0,18.0,15.0,2.5,2.0
855,soldier_caught,0,34,75.58649,1,8,-1,1.6245253,2.6174884,1.6245253,4.051215,12.0,18.0,15.0,2.5,2.0
856,soldier_caught,0,23,139.55772,1,9,-1,1.6566979,2.975218,1.6566979,6.841573,12.0,18.0,15.0,2.5,2.0
857,intercepted,1,21,304.59113,1,9,21,2.9311218,1.827687,4.3374352,1.827687,12.0,18.0,15.0,2.5,2.0
858,soldier_caught,0,26,69.60297,1,8,-1,1.4028988,2.6086628,1.4028988,9.504133,12.0,18.0,15.0,2.5,2.0
859,intercepted,1,12,354.95898,1,8,12,7.584931,1.0718114,7.584931,1.0718114,12.0,18.0,15.0,2.5,2.0
860,unsafe_intercept,0,23,107.95325,1,15,-1,2.2382228,1.7991714,2.6841738,1.7991714,12.0,18.0,15.0,2.5,2.0
861,intercepted,1,34,333.6624,1,16,34,2.5223706,2.3655121,4.927947,2.3655121,12.0,18.0,15.0,2.5,2.0
862,intercepted,1,25,301.98773,1,8,25,2.3586116,1.9721581,8.085797,1.9721581,12.0,18.0,15.0,2.5,2.0
863,soldier_caught,0,17,76.211655,1,12,-1,0.5078825,4.86587,0.5078825,4.8666945,12.0,18.0,15.0,2.5,2.0
864,intercepted,1,35,290.86096,1,10,35,3.0901377,2.011135,5.1267796,2.011135,12.0,18.0,15.0,2.5,2.0
865,soldier_caught,0,37,121.65813,1,14,-1,1.838057,2.7716193,1.838057,6.7653384,12.0,18.0,15.0,2.5,2.0
866,intercepted,1,11,285.90662,1,7,11,11.497578,2.2535324,11.497578,2.2535324,12.0,18.0,15.0,2.5,2.0
867,soldier_caught,0,16,65.01105,1,9,-1,1.6621526,3.2131119,1.6621526,3.8793404,12.0,18.0,15.0,2.5,2.0
868,intercepted,1,8,282.7978,1,7,8,7.824517,2.0048153,7.824517,2.0048153,12.0,18.0,15.0,2.5,2.0
869,soldier_caught,0,10,51.256805,1,7,-1,1.5547062,3.7425048,1.5547062,6.294254,12.0,18.0,15.0,2.5,2.0
870,soldier_caught,0,26,166.2406,1,9,-1,0.7413173,2.6448636,0.7413173,6.0668945,12.0,18.0,15.0,2.5,2.0
871,soldier_caught,0,14,84.62198,1,11,-1,1.8950762,4.598213,1.8950762,6.4177957,12.0,18.0,15.0,2.5,2.0
872,intercepted,1,35,347.30643,1,16,35,2.0215256,2.2062323,4.1390557,2.2062323,12.0,18.0,15.0,2.5,2.0
873,soldier_caught,0,17,201.04572,1,13,-1,1.6462152,3.3015816,1.6462152,10.879522,12.0,18.0,15.0,2.5,2.0
874,soldier_caught,0,14,93.0314,1,8,-1,0.85361487,3.8426514,0.85361487,10.135087,12.0,18.0,15.0,2.5,2.0
875,intercepted,1,32,380.62283,1,22,32,3.7679455,1.4245069,3.7679455,1.4245069,12.0,18.0,15.0,2.5,2.0
876,soldier_caught,0,26,129.72166,1,10,-1,0.45256767,2.744741,0.45256767,8.840539,12.0,18.0,15.0,2.5,2.0
877,soldier_caught,0,18,90.65372,1,10,-1,1.6965193,3.3877065,1.6965193,7.6711516,12.0,18.0,15.0,2.5,2.0
878,intercepted,1,15,261.87616,1,8,15,2.3230429,0.8593939,4.6552687,0.8593939,12.0,18.0,15.0,2.5,2.0
879,intercepted,1,10,243.08522,1,9,10,10.855029,2.4918675,10.855029,2.4918675,12.0,18.0,15.0,2.5,2.0
880,soldier_caught,0,24,111.441864,1,10,-1,1.163663,2.5240622,1.163663,9.581588,12.0,18.0,15.0,2.5,2.0
881,unsafe_intercept,0,20,42.156982,1,11,-1,2.7428534,1.3652172,3.2008727,1.3652172,12.0,18.0,15.0,2.5,2.0
882,soldier_caught,0,15,190.7421,1,11,-1,0.8480883,4.119831,0.8480883,6.6483383,12.0,18.0,15.0,2.5,2.0
883,intercepted,1,16,327.91425,1,15,16,6.3010154,2.0381055,6.3010154,2.0381055,12.0,18.0,15.0,2.5,2.0
884,intercepted,1,10,267.53784,1,9,10,8.746923,1.488231,8.746923,1.488231,12.0,18.0,15.0,2.5,2.0
885,intercepted,1,27,263.084,1,12,27,2.5930707,1.4507575,6.4853706,1.4507575,12.0,18.0,15.0,2.5,2.0
886,intercepted,1,17,338.18344,1,13,17,3.7719462,2.0668445,3.7719462,2.0668445,12.0,18.0,15.0,2.5,2.0
887,soldier_caught,0,12,107.69095,1,9,-1,1.6915791,5.0828576,1.6915791,6.2116184,12.0,18.0,15.0,2.5,2.0
888,intercepted,1,59,352.1493,1,16,59,2.8650856,0.5802709,5.222978,0.5802709,12.0,18.0,15.0,2.5,2.0
889,intercepted,1,28,352.79077,1,10,28,2.1100013,2.1535852,4.183327,2.1535852,12.0,18.0,15.0,2.5,2.0
890,intercepted,1,11,313.63812,1,10,11,10.067529,0.67169565,10.067529,0.67169565,12.0,18.0,15.0,2.5,2.0
891,soldier_caught,0,16,143.79646,1,14,-1,1.9214479,3.0884478,1.9214479,7.2357054,12.0,18.0,15.0,2.5,2.0
892,unsafe_intercept,0,11,51.885727,1,7,-1,2.7230518,2.410901,2.7230518,2.410901,12.0,18.0,15.0,2.5,2.0
893,intercepted,1,16,232.35959,1,8,16,2.8004403,1.1588717,3.618991,1.1588717,12.0,18.0,15.0,2.5,2.0
894,soldier_caught,0,14,85.459595,1,10,-1,1.0659108,5.4398885,1.0659108,5.636258,12.0,18.0,15.0,2.5,2.0
895,soldier_caught,0,17,112.6201,1,11,-1,1.4238795,2.8150468,1.4238795,13.798085,12.0,18.0,15.0,2.5,2.0
896,soldier_caught,0,16,133.11179,1,12,-1,1.8604921,4.900173,1.8604921,9.623142,12.0,18.0,15.0,2.5,2.0
897,soldier_caught,0,21,115.52745,1,14,-1,1.4638824,4.47596,1.4638824,7.1397963,12.0,18.0,15.0,2.5,2.0
898,soldier_caught,0,13,95.43326,1,10,-1,1.4327383,2.669675,1.4327383,6.5417213,12.0,18.0,15.0,2.5,2.0
899,soldier_caught,0,15,68.44122,1,8,-1,1.0243292,4.915255,1.0243292,8.746818,12.0,18.0,15.0,2.5,2.0
900,unsafe_intercept,0,26,95.52782,1,12,-1,2.1171143,1.3438016,3.4951093,1.3438016,12.0,18.0,15.0,2.5,2.0
901,intercepted,1,16,391.41064,1,13,16,5.519452,1.6334339,5.7807517,1.6334339,12.0,18.0,15.0,2.5,2.0
902,intercepted,1,10,345.56433,1,10,10,7.2116084,2.3692255,7.2116084,2.3692255,12.0,18.0,15.0,2.5,2.0
903,soldier_caught,0,20,87.93286,1,9,-1,1.8363786,3.400722,1.8363786,6.995483,12.0,18.0,15.0,2.5,2.0
904,intercepted,1,30,304.49774,1,8,30,2.4223638,1.7047675,3.9488337,1.7047675,12.0,18.0,15.0,2.5,2.0
905,intercepted,1,20,326.5011,1,10,20,4.1958013,1.8617172,5.707158,1.8617172,12.0,18.0,15.0,2.5,2.0
906,soldier_caught,0,26,201.4562,1,12,-1,1.5662137,2.6796706,1.5662137,6.100381,12.0,18.0,15.0,2.5,2.0
907,intercepted,1,16,404.62866,1,11,16,7.4910045,1.5591387,7.4910045,1.5591387,12.0,18.0,15.0,2.5,2.0
908,unsafe_intercept,0,17,53.43315,1,10,-1,2.3463793,1.9700674,3.0411992,1.9700674,12.0,18.0,15.0,2.5,2.0
909,soldier_caught,0,10,97.40231,1,8,-1,1.9147506,4.858832,1.9147506,6.1439953,12.0,18.0,15.0,2.5,2.0
910,intercepted,1,16,343.2352,1,10,16,2.9931014,0.6704084,5.9033685,0.6704084,12.0,18.0,15.0,2.5,2.0
911,soldier_caught,0,14,149.97946,1,9,-1,1.5165265,3.8266366,1.5165265,4.653054,12.0,18.0,15.0,2.5,2.0
912,intercepted,1,21,283.34402,1,14,21,2.1754243,2.2082624,4.426234,2.2082624,12.0,18.0,15.0,2.5,2.0
913,intercepted,1,36,319.55603,1,10,36,2.7360165,1.5400952,4.718762,1.5400952,12.0,18.0,15.0,2.5,2.0
914,soldier_caught,0,11,150.14178,1,10,-1,0.7722594,3.696432,0.7722594,3.696432,12.0,18.0,15.0,2.5,2.0
915,soldier_caught,0,28,125.373856,1,12,-1,0.48128855,2.6742833,0.48128855,5.0893493,12.0,18.0,15.0,2.5,2.0
916,soldier_caught,0,14,88.77142,1,12,-1,0.85939413,3.6676393,0.85939413,11.215312,12.0,18.0,15.0,2.5,2.0
917,intercepted,1,13,288.77765,1,7,13,3.0476084,0.6942309,3.8326533,0.6942309,12.0,18.0,15.0,2.5,2.0
918,unsafe_intercept,0,26,113.49426,1,12,-1,2.0757985,1.5483695,2.8445253,1.5483695,12.0,18.0,15.0,2.5,2.0
919,intercepted,1,13,311.7281,1,9,13,3.0322347,2.3428776,4.8366523,2.3428776,12.0,18.0,15.0,2.5,2.0
920,soldier_caught,0,24,78.824585,1,8,-1,1.8639281,3.0180848,1.8639281,5.403114,12.0,18.0,15.0,2.5,2.0
921,soldier_caught,0,12,139.82002,1,10,-1,1.9322219,3.8135653,1.9322219,7.673785,12.0,18.0,15.0,2.5,2.0
922,intercepted,1,20,323.4364,1,12,20,2.482171,0.872361,4.464852,0.872361,12.0,18.0,15.0,2.5,2.0
923,intercepted,1,32,366.29553,1,14,32,2.3365297,1.693649,3.7485113,1.693649,12.0,18.0,15.0,2.5,2.0
924,soldier_caught,0,12,47.19969,1,9,-1,1.4708842,2.5998073,1.4708842,8.6290655,12.0,18.0,15.0,2.5,2.0
925,soldier_caught,0,10,54.179535,1,7,-1,1.2061311,3.5257726,1.2061311,8.326467,12.0,18.0,15.0,2.5,2.0
926,intercepted,1,41,306.44745,1,12,41,2.7586408,2.4316113,3.674808,2.4316113,12.0,18.0,15.0,2.5,2.0
927,soldier_caught,0,14,200.22699,1,9,-1,1.7771392,2.6316137,1.7771392,12.437032,12.0,18.0,15.0,2.5,2.0
928,unsafe_intercept,0,21,-7.6610413,1,8,-1,2.4089062,2.1056523,3.4843404,2.1056523,12.0,18.0,15.0,2.5,2.0
929,intercepted,1,23,276.86566,1,8,23,2.516267,0.81236756,5.83059,0.81236756,12.0,18.0,15.0,2.5,2.0
930,soldier_caught,0,24,78.132935,1,11,-1,1.0226486,2.5456436,1.0226486,6.740224,12.0,18.0,15.0,2.5,2.0
931,intercepted,1,20,304.11066,1,9,20,5.183039,1.1921461,5.954238,1.1921461,12.0,18.0,15.0,2.5,2.0
932,soldier_caught,0,24,101.885025,1,10,-1,0.8457994,0.7892196,0.8457994,0.7892196,12.0,18.0,15.0,2.5,2.0
