seed,outcome,success,episode_length,total_reward,detected,detection_time,intercept_time,min_enemy_soldier_dist,min_defender_enemy_dist,final_enemy_soldier_dist,final_defender_enemy_dist,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius
68,intercepted,1,15,288.6496,1,14,15,3.7335343,1.7309116,3.7335343,1.7309116,12.0,18.0,15.0,2.5,2.0
69,soldier_caught,0,19,126.27426,1,14,-1,1.6888162,2.5619597,1.6888162,2.741657,12.0,18.0,15.0,2.5,2.0
70,intercepted,1,35,284.523,1,12,35,3.257402,1.6997634,5.6780105,1.6997634,12.0,18.0,15.0,2.5,2.0
71,intercepted,1,16,275.03296,1,8,16,2.9647298,2.0666323,3.6193826,2.0666323,12.0,18.0,15.0,2.5,2.0
72,soldier_caught,0,14,134.6741,1,12,-1,1.7913219,6.8757296,1.7913219,6.8757296,12.0,18.0,15.0,2.5,2.0
73,soldier_caught,0,16,83.05945,1,10,-1,1.6799252,4.3281627,1.6799252,6.7741804,12.0,18.0,15.0,2.5,2.0
74,intercepted,1,8,268.67328,1,7,8,10.557365,1.284037,10.557365,1.284037,12.0,18.0,15.0,2.5,2.0
75,soldier_caught,0,25,103.73369,1,12,-1,0.20281804,3.246816,0.20281804,3.9652417,12.0,18.0,15.0,2.5,2.0
76,intercepted,1,13,326.65088,1,12,13,7.0370517,2.3155646,7.0370517,2.3155646,12.0,18.0,15.0,2.5,2.0
77,intercepted,1,12,322.0768,1,8,12,4.0648108,0.7430978,4.0648108,0.7430978,12.0,18.0,15.0,2.5,2.0
78,intercepted,1,14,315.93103,1,13,14,4.470525,1.7560519,4.470525,1.7560519,12.0,18.0,15.0,2.5,2.0
79,intercepted,1,16,367.30832,1,14,16,7.629828,1.4489285,7.629828,1.4489285,12.0,18.0,15.0,2.5,2.0
80,soldier_caught,0,35,131.93173,1,11,-1,1.8098749,2.8072472,1.8098749,3.95337,12.0,18.0,15.0,2.5,2.0
81,intercepted,1,23,287.3958,1,14,23,4.1035314,1.1360798,4.1035314,1.1360798,12.0,18.0,15.0,2.5,2.0
82,intercepted,1,14,279.6596,1,13,14,6.0825667,1.4348271,6.0825667,1.4348271,12.0,18.0,15.0,2.5,2.0
83,intercepted,1,16,367.76013,1,11,16,8.125301,1.0095209,8.125301,1.0095209,12.0,18.0,15.0,2.5,2.0
84,soldier_caught,0,17,176.54889,1,15,-1,0.74782777,3.8366237,0.74782777,7.5264697,12.0,18.0,15.0,2.5,2.0
85,intercepted,1,9,303.989,1,7,9,4.2151885,0.7818785,5.167803,0.7818785,12.0,18.0,15.0,2.5,2.0
86,soldier_caught,0,14,93.609985,1,11,-1,0.6828576,4.4947677,0.6828576,7.4005294,12.0,18.0,15.0,2.5,2.0
87,soldier_caught,0,25,165.39667,1,15,-1,1.9469917,2.8450298,1.9469917,5.5383825,12.0,18.0,15.0,2.5,2.0
88,intercepted,1,37,304.90466,1,10,37,2.6076086,2.486657,5.5375047,2.486657,12.0,18.0,15.0,2.5,2.0
89,intercepted,1,57,249.65402,1,10,57,2.3169057,1.5900803,5.887092,1.5900803,12.0,18.0,15.0,2.5,2.0
90,soldier_caught,0,25,121.089066,1,7,-1,1.7011606,2.6215007,1.7011606,2.6215007,12.0,18.0,15.0,2.5,2.0
91,intercepted,1,26,354.7665,1,11,26,2.691532,2.079823,8.024849,2.079823,12.0,18.0,15.0,2.5,2.0
92,unsafe_intercept,0,19,67.64366,1,11,-1,2.1946778,2.0008771,3.0848823,2.0008771,12.0,18.0,15.0,2.5,2.0
93,unsafe_intercept,0,27,32.940384,1,7,-1,2.3662405,2.1064072,2.6327052,2.1064072,12.0,18.0,15.0,2.5,2.0
94,intercepted,1,15,338.69104,1,9,15,2.8409524,1.4727285,5.0286293,1.4727285,12.0,18.0,15.0,2.5,2.0
95,soldier_caught,0,20,187.5987,1,13,-1,0.8849563,1.2024562,0.8849563,1.2024562,12.0,18.0,15.0,2.5,2.0
96,intercepted,1,15,304.33597,1,11,15,3.7018166,2.192954,3.916495,2.192954,12.0,18.0,15.0,2.5,2.0
97,intercepted,1,15,272.21747,1,14,15,7.872377,1.9488002,7.872377,1.9488002,12.0,18.0,15.0,2.5,2.0
98,intercepted,1,18,365.2167,1,10,18,2.7157848,1.0281918,5.4054585,1.0281918,12.0,18.0,15.0,2.5,2.0
99,soldier_caught,0,14,48.590347,1,7,-1,0.78763795,3.8581548,0.78763795,10.029553,12.0,18.0,15.0,2.5,2.0
